query_string,query_length,has_where,has_group_by,has_order_by,has_like,row_count,execution_time_ms,is_slow_query
"SELECT status, COUNT(*) FROM customer_transactions GROUP BY status;",67,0,1,0,0,4,33.15544128417969,1
SELECT customer_name FROM customer_transactions WHERE customer_name LIKE '%Smith%';,83,1,0,0,1,2132,20.86949348449707,1
SELECT * FROM customer_transactions WHERE age > 30;,51,1,0,0,0,79353,375.1637935638428,1
SELECT * FROM customer_transactions WHERE age > 20 AND status = 'pending' ORDER BY age ASC;,91,1,0,1,0,23825,141.7076587677002,1
"SELECT status, COUNT(*) FROM customer_transactions GROUP BY status;",67,0,1,0,0,4,35.82620620727539,1
SELECT * FROM customer_transactions WHERE age > 20 AND status = 'pending' ORDER BY age ASC;,91,1,0,1,0,23825,130.8283805847168,1
SELECT * FROM customer_transactions WHERE age > 20 AND status = 'pending' ORDER BY age ASC;,91,1,0,1,0,23825,133.66270065307617,1
SELECT * FROM customer_transactions WHERE age > 30;,51,1,0,0,0,79353,374.16934967041016,1
SELECT * FROM customer_transactions WHERE transaction_amount BETWEEN 100 AND 500;,81,1,0,0,0,7838,62.00981140136719,1
"SELECT status, COUNT(*) FROM customer_transactions GROUP BY status;",67,0,1,0,0,4,33.57672691345215,1
SELECT * FROM customer_transactions WHERE transaction_amount BETWEEN 100 AND 500;,81,1,0,0,0,7838,54.212331771850586,1
SELECT customer_name FROM customer_transactions WHERE customer_name LIKE '%Smith%';,83,1,0,0,1,2132,21.04806900024414,1
SELECT * FROM customer_transactions WHERE age > 30;,51,1,0,0,0,79353,371.9673156738281,1
SELECT AVG(transaction_amount) FROM customer_transactions WHERE status = 'completed';,85,1,0,0,0,1,16.36028289794922,1
SELECT * FROM customer_transactions ORDER BY transaction_amount DESC LIMIT 100;,79,0,0,1,0,100,21.745920181274414,1
SELECT customer_name FROM customer_transactions WHERE customer_name LIKE '%Smith%';,83,1,0,0,1,2132,20.931720733642578,1
SELECT AVG(transaction_amount) FROM customer_transactions WHERE status = 'completed';,85,1,0,0,0,1,12.465238571166992,0
SELECT * FROM customer_transactions ORDER BY transaction_amount DESC LIMIT 100;,79,0,0,1,0,100,22.008180618286133,1
SELECT * FROM customer_transactions WHERE transaction_amount BETWEEN 100 AND 500;,81,1,0,0,0,7838,56.24651908874512,1
SELECT * FROM customer_transactions WHERE age > 20 AND status = 'pending' ORDER BY age ASC;,91,1,0,1,0,23825,129.19139862060547,1
SELECT * FROM customer_transactions WHERE age > 30;,51,1,0,0,0,79353,379.2998790740967,1
SELECT * FROM customer_transactions WHERE age > 30;,51,1,0,0,0,79353,385.79392433166504,1
SELECT * FROM customer_transactions WHERE age > 30;,51,1,0,0,0,79353,391.010046005249,1
"SELECT status, COUNT(*) FROM customer_transactions GROUP BY status;",67,0,1,0,0,4,39.01553153991699,1
SELECT * FROM customer_transactions WHERE transaction_amount BETWEEN 100 AND 500;,81,1,0,0,0,7838,55.90343475341797,1
"SELECT status, COUNT(*) FROM customer_transactions GROUP BY status;",67,0,1,0,0,4,34.637451171875,1
SELECT * FROM customer_transactions WHERE age > 20 AND status = 'pending' ORDER BY age ASC;,91,1,0,1,0,23825,132.79414176940918,1
SELECT AVG(transaction_amount) FROM customer_transactions WHERE status = 'completed';,85,1,0,0,0,1,13.339519500732422,0
SELECT customer_name FROM customer_transactions WHERE customer_name LIKE '%Smith%';,83,1,0,0,1,2132,20.654916763305664,1
SELECT * FROM customer_transactions WHERE age > 30;,51,1,0,0,0,79353,382.814884185791,1
SELECT * FROM customer_transactions ORDER BY transaction_amount DESC LIMIT 100;,79,0,0,1,0,100,26.082515716552734,1
SELECT * FROM customer_transactions ORDER BY transaction_amount DESC LIMIT 100;,79,0,0,1,0,100,22.344350814819336,1
SELECT * FROM customer_transactions ORDER BY transaction_amount DESC LIMIT 100;,79,0,0,1,0,100,22.080421447753906,1
SELECT AVG(transaction_amount) FROM customer_transactions WHERE status = 'completed';,85,1,0,0,0,1,12.706279754638672,0
SELECT * FROM customer_transactions ORDER BY transaction_amount DESC LIMIT 100;,79,0,0,1,0,100,22.113561630249023,1
SELECT * FROM customer_transactions WHERE transaction_amount BETWEEN 100 AND 500;,81,1,0,0,0,7838,56.34117126464844,1
"SELECT status, COUNT(*) FROM customer_transactions GROUP BY status;",67,0,1,0,0,4,33.77389907836914,1
"SELECT status, COUNT(*) FROM customer_transactions GROUP BY status;",67,0,1,0,0,4,33.10990333557129,1
SELECT * FROM customer_transactions WHERE age > 20 AND status = 'pending' ORDER BY age ASC;,91,1,0,1,0,23825,131.38580322265625,1
"SELECT status, COUNT(*) FROM customer_transactions GROUP BY status;",67,0,1,0,0,4,35.27259826660156,1
SELECT * FROM customer_transactions WHERE age > 20 AND status = 'pending' ORDER BY age ASC;,91,1,0,1,0,23825,132.58838653564453,1
SELECT AVG(transaction_amount) FROM customer_transactions WHERE status = 'completed';,85,1,0,0,0,1,13.403177261352539,0
SELECT * FROM customer_transactions WHERE transaction_amount BETWEEN 100 AND 500;,81,1,0,0,0,7838,55.251121520996094,1
"SELECT status, COUNT(*) FROM customer_transactions GROUP BY status;",67,0,1,0,0,4,33.818960189819336,1
SELECT * FROM customer_transactions ORDER BY transaction_amount DESC LIMIT 100;,79,0,0,1,0,100,22.741317749023438,1
"SELECT status, COUNT(*) FROM customer_transactions GROUP BY status;",67,0,1,0,0,4,33.468008041381836,1
SELECT * FROM customer_transactions ORDER BY transaction_amount DESC LIMIT 100;,79,0,0,1,0,100,21.397113800048828,1
SELECT * FROM customer_transactions WHERE transaction_amount BETWEEN 100 AND 500;,81,1,0,0,0,7838,55.0227165222168,1
"SELECT status, COUNT(*) FROM customer_transactions GROUP BY status;",67,0,1,0,0,4,34.059762954711914,1
SELECT * FROM customer_transactions WHERE age > 30;,51,1,0,0,0,79353,370.14317512512207,1
"SELECT status, COUNT(*) FROM customer_transactions GROUP BY status;",67,0,1,0,0,4,37.27388381958008,1
SELECT * FROM customer_transactions WHERE age > 30;,51,1,0,0,0,79353,366.24813079833984,1
SELECT * FROM customer_transactions WHERE age > 20 AND status = 'pending' ORDER BY age ASC;,91,1,0,1,0,23825,142.2290802001953,1
SELECT * FROM customer_transactions WHERE age > 20 AND status = 'pending' ORDER BY age ASC;,91,1,0,1,0,23825,132.66324996948242,1
SELECT * FROM customer_transactions WHERE transaction_amount BETWEEN 100 AND 500;,81,1,0,0,0,7838,58.016061782836914,1
SELECT * FROM customer_transactions WHERE transaction_amount BETWEEN 100 AND 500;,81,1,0,0,0,7838,56.23602867126465,1
SELECT AVG(transaction_amount) FROM customer_transactions WHERE status = 'completed';,85,1,0,0,0,1,13.261795043945312,0
"SELECT status, COUNT(*) FROM customer_transactions GROUP BY status;",67,0,1,0,0,4,34.4390869140625,1
"SELECT status, COUNT(*) FROM customer_transactions GROUP BY status;",67,0,1,0,0,4,34.124135971069336,1
"SELECT status, COUNT(*) FROM customer_transactions GROUP BY status;",67,0,1,0,0,4,33.751726150512695,1
SELECT * FROM customer_transactions ORDER BY transaction_amount DESC LIMIT 100;,79,0,0,1,0,100,21.26789093017578,1
SELECT * FROM customer_transactions ORDER BY transaction_amount DESC LIMIT 100;,79,0,0,1,0,100,21.561384201049805,1
SELECT AVG(transaction_amount) FROM customer_transactions WHERE status = 'completed';,85,1,0,0,0,1,12.121200561523438,0
